GUID,PROVID,PROVNAME,SDNAME,GEOTYPE,TEXTTHEME,TEXTID,HIER,INDENT,TEXTNAME,TEXTDATA,MDATA,FDATA
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14010,4.3.3.2,1,  Median after-tax income of couple economic families with children in 2015 ($),78592,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14011,4.3.3.3,1,  Average family size of couple economic families with children,3.8,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14012,4.3.4,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data,135,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14013,4.3.4.1,1,  Median total income of lone-parent economic families in 2015 ($),37888,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14014,4.3.4.2,1,  Median after-tax income of lone-parent economic families in 2015 ($),36992,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14015,4.3.4.3,1,  Average family size of lone-parent economic families,2.5,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14016,4.3.5,0,Total - Income statistics in 2015 for economic families in private households - 25% sample data,715,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14017,4.3.5.1,1,  Average total income of economic families in 2015 ($),73396,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14018,4.3.5.2,1,  Average after-tax income of economic families in 2015 ($),63105,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14019,4.3.6,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data,290,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14020,4.3.6.1,1,  Average total income of couple economic families without children or other relatives in 2015 ($),69631,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14021,4.3.6.2,1,  Average after-tax income of couple economic families without children or other relatives in 2015 ($),59886,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14022,4.3.7,0,Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data,280,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14023,4.3.7.1,1,  Average total income of couple economic families with children in 2015 ($),91198,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14024,4.3.7.2,1,  Average after-tax income of couple economic families with children in 2015 ($),77327,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14025,4.3.8,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data,140,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14026,4.3.8.1,1,  Average total income of lone-parent economic families in 2015 ($),45397,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14027,4.3.8.2,1,  Average after-tax income of lone-parent economic families in 2015 ($),41247,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14028,4.3.9,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data,395,195,200
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14029,4.3.9.1,1,  Median total income in 2015 for persons aged 15 years and over not in economic families ($),24960,29035,22976
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14030,4.3.9.2,1,  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($),23776,26464,22688
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14031,4.3.10,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,395,180,215
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14032,4.3.10.1,1,  Average total income in 2015 for persons aged 15 years and over not in economic families ($),31677,37956,26393
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14033,4.3.10.2,1,  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($),27429,31781,23767
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14034,4.3.11,0,Total - Economic family income decile group for the population in private households - 100% data,2435,1190,1245
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14035,4.3.11.1,1,  In the bottom half of the distribution,1635,765,865
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14036,4.3.11.1.1,2,    In the bottom decile,280,120,160
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14037,4.3.11.1.2,2,    In the second decile,430,195,230
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14038,4.3.11.1.3,2,    In the third decile,320,165,155
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14039,4.3.11.1.4,2,    In the fourth decile,310,145,165
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14040,4.3.11.1.5,2,    In the fifth decile,295,140,155
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14041,4.3.11.2,1,  In the top half of the distribution,800,420,380
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14042,4.3.11.2.1,2,    In the sixth decile,280,145,135
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14043,4.3.11.2.2,2,    In the seventh decile,195,105,90
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14044,4.3.11.2.3,2,    In the eighth decile,155,85,70
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14045,4.3.11.2.4,2,    In the ninth decile,110,60,55
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14046,4.3.11.2.5,2,    In the top decile,65,35,30
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15000,4.4.1,0,Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,2435,1190,1245
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15001,4.4.1.1,1,  0 to 17 years,465,225,240
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15002,4.4.1.1.1,2,    0 to 5 years,150,75,75
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15003,4.4.1.2,1,  18 to 64 years,1505,755,745
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15004,4.4.1.3,1,  65 years and over,460,210,255
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15005,4.4.2,0,"In low income based on the Low-income measure, after tax (LIM-AT)",490,215,270
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15006,4.4.2.1,1,  0 to 17 years,120,55,65
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15007,4.4.2.1.1,2,    0 to 5 years,50,25,25
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15008,4.4.2.2,1,  18 to 64 years,270,125,145
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15009,4.4.2.3,1,  65 years and over,95,40,60
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15010,4.4.3,0,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",20.1,18.1,21.7
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15011,4.4.3.1,1,  0 to 17 years (%),25.8,24.4,27.1
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15012,4.4.3.1.1,2,    0 to 5 years (%),33.3,33.3,33.3
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15013,4.4.3.2,1,  18 to 64 years (%),17.9,16.6,19.5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15014,4.4.3.3,1,  65 years and over (%),20.7,19,23.5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15015,4.4.4,0,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",180,80,105
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15016,4.4.4.1,1,  0 to 17 years,50,20,30
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15017,4.4.4.1.1,2,    0 to 5 years,25,10,10
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15018,4.4.4.2,1,  18 to 64 years,125,60,65
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15019,4.4.4.3,1,  65 years and over,5,0,5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15020,4.4.5,0,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",7.4,6.7,8.4
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15021,4.4.5.1,1,  0 to 17 years (%),10.8,8.9,12.5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15022,4.4.5.1.1,2,    0 to 5 years (%),16.7,13.3,13.3
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15023,4.4.5.2,1,  18 to 64 years (%),8.3,7.9,8.7
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,15024,4.4.5.3,1,  65 years and over (%),1.1,0,2
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12000,4.1.1,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,355,170,180
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12001,4.1.1.1,1,  Number of total income recipients aged 15 years and over in private households - 100% data,315,150,170
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12002,4.1.1.1.1,2,    Median total income in 2015 among recipients ($),16960,16832,17045
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12003,4.1.1.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 100% data,315,155,165
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12004,4.1.1.2.1,2,    Median after-tax income in 2015 among recipients ($),16870,16096,16960
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12005,4.1.1.3,1,  Number of market income recipients aged 15 years and over in private households - 100% data,250,115,130
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12006,4.1.1.3.1,2,    Median market income in 2015 among recipients ($),10848,10304,11040
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12007,4.1.1.4,1,  Number of government transfers recipients aged 15 years and over in private households - 100% data,290,140,150
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12008,4.1.1.4.1,2,    Median government transfers in 2015 among recipients ($),5584,3240,6256
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12009,4.1.1.5,1,  Number of employment income recipients aged 15 years and over in private households - 100% data,230,110,120
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12010,4.1.1.5.1,2,    Median employment income in 2015 among recipients ($),10992,10944,11424
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12011,4.1.2,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data,355,170,185
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12012,4.1.2.1,1,  Number of total income recipients aged 15 years and over in private households - 25% sample data,315,150,165
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12013,4.1.2.1.1,2,    Average total income in 2015 among recipients ($),20117,19273,20879
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12014,4.1.2.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data,320,150,165
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12015,4.1.2.2.1,2,    Average after-tax income in 2015 among recipients ($),19681,18608,20651
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12016,4.1.2.3,1,  Number of market income recipients aged 15 years and over in private households - 25% sample data,250,115,135
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12017,4.1.2.3.1,2,    Average market income in 2015 among recipients ($),16664,17189,16200
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12018,4.1.2.4,1,  Number of government transfers recipients aged 15 years and over in private households - 25% sample data,295,145,150
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12019,4.1.2.4.1,2,    Average government transfers in 2015 among recipients ($),7785,6499,8978
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12020,4.1.2.5,1,  Number of employment income recipients aged 15 years and over in private households - 25% sample data,230,105,120
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12021,4.1.2.5.1,2,    Average employment income in 2015 among recipients ($),17188,17518,16894
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12022,4.1.3,0,Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,355,175,180
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12023,4.1.3.1,1,  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,50,20,35
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12024,4.1.3.1.1,2,    Median employment income in 2015 for full-year full-time workers ($),32512,27520,32832
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12025,4.1.3.1.2,2,    Average employment income in 2015 for full-year full-time workers ($),34494,30861,36765
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12026,4.1.4,0,Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data,100,100,100
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12027,4.1.4.1,1,  Market income (%),64.7,68.4,61.1
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12028,4.1.4.1.1,2,    Employment income (%),61.4,63.6,58.8
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12029,4.1.4.2,1,  Government transfers (%),35.1,31.5,39.1
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12030,4.1.5,0,Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,350,175,180
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12031,4.1.5.1,1,  Without total income,35,20,10
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12032,4.1.5.2,1,  With total income,320,155,170
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12033,4.1.5.3,1,  Percentage with total income,91.4,88.6,94.4
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12034,4.1.5.3.1,2,"    Under $10,000 (including loss)",110,55,55
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12035,4.1.5.3.2,2,"    $10,000 to $19,999",75,35,35
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12036,4.1.5.3.3,2,"    $20,000 to $29,999",55,30,30
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12037,4.1.5.3.4,2,"    $30,000 to $39,999",35,15,20
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12038,4.1.5.3.5,2,"    $40,000 to $49,999",15,5,10
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12039,4.1.5.3.6,2,"    $50,000 to $59,999",15,5,10
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12040,4.1.5.3.7,2,"    $60,000 to $69,999",10,0,5
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12041,4.1.5.3.8,2,"    $70,000 to $79,999",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12042,4.1.5.3.9,2,"    $80,000 to $89,999",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12043,4.1.5.3.10,2,"    $90,000 to $99,999",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12044,4.1.5.3.11,2,"    $100,000 and over",0,5,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12045,4.1.5.3.11.1,3,"      $100,000 to $149,999",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12046,4.1.5.3.11.2,3,"      $150,000 and over",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12047,4.1.6,0,Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,350,170,180
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12048,4.1.6.1,1,  Without after-tax income,35,20,15
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12049,4.1.6.2,1,  With after-tax income,320,155,165
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12050,4.1.6.3,1,  Percentage with after-tax income,91.4,91.2,91.7
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12051,4.1.6.3.1,2,"    Under $10,000 (including loss)",110,55,55
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12052,4.1.6.3.2,2,"    $10,000 to $19,999",75,40,40
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12053,4.1.6.3.3,2,"    $20,000 to $29,999",60,30,30
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12054,4.1.6.3.4,2,"    $30,000 to $39,999",35,10,20
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12055,4.1.6.3.5,2,"    $40,000 to $49,999",15,10,10
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12056,4.1.6.3.6,2,"    $50,000 to $59,999",15,5,10
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12057,4.1.6.3.7,2,"    $60,000 to $69,999",5,5,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12058,4.1.6.3.8,2,"    $70,000 to $79,999",5,5,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12059,4.1.6.3.9,2,"    $80,000 and over",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12060,4.1.6.3.9.1,3,"      $80,000 to $89,999",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12061,4.1.6.3.9.2,3,"      $90,000 to $99,999",0,0,0
2016A00051212019,12,Nova Scotia,Fisher's Grant 24,Indian reserve,Income,12062,4.1.6.3.9.3,3,"      $100,000 and over",0,5,0
